Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (HCF),Water&Sewer Charges,Other Charges,BBL
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 17,AMR,BLD 17,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,5705843,2/1/2017 0:00,1/23/2017,2/21/2017,29,E20527603,N         ,167.75,Basic Water and Sewer,Yes,17,$167.75 ,$0.00 ,3013300011
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 06,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,5708011,2/1/2017 0:00,1/23/2017,2/21/2017,29,O77816972,N         ,2220.28,Basic Water and Sewer,Yes,225,"$2,220.28 ",$0.00 ,3013750031
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 17,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5706123,2/1/2017 0:00,1/23/2017,2/21/2017,29,E14262266,N         ,1638.07,Basic Water and Sewer,Yes,166,"$1,638.07 ",$0.00 ,1020120003
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5707764,2/1/2017 0:00,1/27/2017,2/21/2017,25,E98161917,N         ,2644.6,Basic Water and Sewer,Yes,268,"$2,644.60 ",$0.00 ,1020110022
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 06,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,5705819,2/1/2017 0:00,1/23/2017,2/21/2017,29,I13006127,N         ,1943.98,Basic Water and Sewer,Yes,197,"$1,943.98 ",$0.00 ,3013800034
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 03,AMR,BLD 03,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,5705943,2/1/2017 0:00,1/23/2017,2/21/2017,29,I13012733,N         ,5516.16,Basic Water and Sewer,Yes,559,"$5,516.16 ",$0.00 ,1003870020
"BETANCES III, 9A",BRONX,BETANCES III,BLD 02-03,AMR,BLD 02-03,222,339,B022200,FEDERAL,NY005012110P,NEW YORK CITY WATER BOARD,5702345,2/1/2017 0:00,1/31/2017,2/19/2017,19,E14231478,N         ,24.11,Basic Water and Sewer,Yes,0,$24.11 ,$0.00 ,2022710020
"BETANCES III, 9A",BRONX,BETANCES III,BLD 02-03,AMR,BLD 02-03,222,339,B022200,FEDERAL,NY005012110P,NEW YORK CITY WATER BOARD,5702345,2/1/2017 0:00,1/31/2017,2/21/2017,21,E14210020,N         ,4578.71,Basic Water and Sewer,Yes,464,"$4,578.71 ",$0.00 ,2022710020
154 WEST 84TH STREET,MANHATTAN,WEST 84TH STREET,BLD 01,NONE,,359,840,M035900,FEDERAL,NY005013590P,NEW YORK CITY WATER BOARD,5706011,2/1/2017 0:00,1/23/2017,2/21/2017,29,E94618885,N         ,1667.68,Basic Water and Sewer,Yes,169,"$1,667.68 ",$0.00 ,1012140055
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 04,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,5705896,2/1/2017 0:00,1/23/2017,2/21/2017,29,E19238750,N         ,1440.71,Basic Water and Sewer,Yes,146,"$1,440.71 ",$0.00 ,3013690058
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 05,AMR,BLD 05,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,5705977,2/1/2017 0:00,1/23/2017,2/21/2017,29,K15849373,N         ,1026.26,Basic Water and Sewer,Yes,104,"$1,026.26 ",$0.00 ,2029350005
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 13,AMR,BLD 13,367,806,B036700,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,5710855,2/1/2017 0:00,1/23/2017,2/21/2017,29,I13009931,N         ,3601.78,Basic Water and Sewer,Yes,365,"$3,601.78 ",$0.00 ,2027610003
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 26,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5706333,2/1/2017 0:00,1/23/2017,2/23/2017,31,V31841824,Y         ,2881.43,Basic Water and Sewer,Yes,292,"$2,881.43 ",$0.00 ,1020110033
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 15,NONE,,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,5704632,2/1/2017 0:00,1/25/2017,2/23/2017,29,N28574008,Y         ,2496.58,Basic Water and Sewer,Yes,253,"$2,496.58 ",$0.00 ,4101460051
STUYVESANT GARDENS II,BROOKLYN,STUYVESANT GARDENS II,BLD 01,AMR,,333,755,K033300,FEDERAL,NY005012210P,NEW YORK CITY WATER BOARD,5704654,2/1/2017 0:00,1/23/2017,2/21/2017,29,O78778150,N         ,7321.98,Basic Water and Sewer,Yes,742,"$7,321.98 ",$0.00 ,3016360024
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 03,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,5710857,2/1/2017 0:00,1/23/2017,2/21/2017,29,V84009832,N         ,3325.48,Basic Water and Sewer,Yes,337,"$3,325.48 ",$0.00 ,3013570065
WILLIAMSBURG,BROOKLYN,WILLIAMSBURG,BLD 21 - Community Center,AMR,Community Center,2,200,K200200,FEDERAL,NY005000020P,NEW YORK CITY WATER BOARD,5706172,2/1/2017 0:00,1/23/2017,2/21/2017,29,K10916574,N         ,690.75,Basic Water and Sewer,Yes,70,$690.75 ,$0.00 ,3030250070
VAN DYKE I,BROOKLYN,VAN DYKE I,BLD 24 - Community Center,AMR,Community Center,61,216,K206100,FEDERAL,NY005000610P,NEW YORK CITY WATER BOARD,5704805,2/1/2017 0:00,1/25/2017,2/23/2017,29,V84003679,Y         ,98.68,Basic Water and Sewer,Yes,10,$98.68 ,$0.00 ,3037770025
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,5775530,2/1/2017 0:00,12/18/2016,2/22/2017,66,K13092220,N         ,53039.96,Basic Water and Sewer,Yes,5375,"$53,039.96 ",$0.00 ,4102120033
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 31,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5706313,2/1/2017 0:00,1/21/2017,2/21/2017,31,I13017366,N         ,986.79,Basic Water and Sewer,Yes,100,$986.79 ,$0.00 ,1020110013
UPACA (SITE 5),MANHATTAN,UPACA (SITE 5),BLD 01,AMR,,343,757,M034300,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,5704579,2/1/2017 0:00,1/23/2017,2/21/2017,29,V31987647,N         ,36.8,Basic Water and Sewer,Yes,0,$36.80 ,$0.00 ,1017690005
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 09,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5707767,2/1/2017 0:00,1/23/2017,2/21/2017,29,V31625181,N         ,3631.39,Basic Water and Sewer,Yes,368,"$3,631.39 ",$0.00 ,1020120058
BETANCES VI,BRONX,BETANCES VI,BLD 05 - Community Center,AMR,Community Center,285,545,B228500,FEDERAL,NY005012110P,NEW YORK CITY WATER BOARD,5705937,2/1/2017 0:00,1/23/2017,2/21/2017,29,K16057186,N         ,78.94,Basic Water and Sewer,Yes,8,$78.94 ,$0.00 ,2022720119
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5706312,2/1/2017 0:00,1/22/2017,2/20/2017,29,O78610228,N         ,1243.36,Basic Water and Sewer,Yes,126,"$1,243.36 ",$0.00 ,1020070045
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5705837,2/1/2017 0:00,1/23/2017,2/21/2017,29,V31946013,N         ,4953.69,Basic Water and Sewer,Yes,502,"$4,953.69 ",$0.00 ,1020110001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 17,AMR,BLD 17,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,5706170,2/1/2017 0:00,1/23/2017,2/21/2017,29,E12313507,N         ,4677.38,Basic Water and Sewer,Yes,474,"$4,677.38 ",$0.00 ,4101250063
QUEENSBRIDGE SOUTH,QUEENS,QUEENSBRIDGE SOUTH,BLD 14&16,NONE,STORE 14-20,5,843,Q000500,FEDERAL,NY005000050P,NEW YORK CITY WATER BOARD,5707652,2/1/2017 0:00,1/25/2017,2/23/2017,29,K98782668,Y         ,3443.9,Basic Water and Sewer,Yes,349,"$3,443.90 ",$0.00 ,4004650100
CLINTON,MANHATTAN,CLINTON,BLD 05,AMR,,123,245,M012300,FEDERAL,NY005001230P,NEW YORK CITY WATER BOARD,5710884,2/1/2017 0:00,1/23/2017,2/21/2017,29,E13325671,N         ,13371,Basic Water and Sewer,Yes,1355,"$13,371.00 ",$0.00 ,1016320001
CLINTON,MANHATTAN,CLINTON,BLD 05,AMR,,123,245,M012300,FEDERAL,NY005001230P,NEW YORK CITY WATER BOARD,5710884,2/1/2017 0:00,1/23/2017,2/21/2017,29,E13314706,N         ,16005.73,Basic Water and Sewer,Yes,1622,"$16,005.73 ",$0.00 ,1016320001
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 02,AMR,"BLD 1,2",360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,5705954,2/1/2017 0:00,1/23/2017,2/21/2017,29,E12466784,N         ,7618.02,Basic Water and Sewer,Yes,772,"$7,618.02 ",$0.00 ,2027510030
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 04,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5706314,2/1/2017 0:00,1/23/2017,2/21/2017,29,V31665692,N         ,3493.24,Basic Water and Sewer,Yes,354,"$3,493.24 ",$0.00 ,1020130018
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 12,AMR,BLD 12,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,5710864,2/1/2017 0:00,1/23/2017,2/21/2017,29,E13272716,N         ,8486.39,Basic Water and Sewer,Yes,860,"$8,486.39 ",$0.00 ,4101250012
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 02,AMR,,339,782,K033900,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,5706120,2/1/2017 0:00,1/23/2017,2/21/2017,29,E11310572,N         ,1569,Basic Water and Sewer,Yes,159,"$1,569.00 ",$0.00 ,3035110022
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5704933,2/1/2017 0:00,1/23/2017,2/21/2017,29,V31665696,N         ,1371.64,Basic Water and Sewer,Yes,139,"$1,371.64 ",$0.00 ,1020120020
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 05,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,5705809,2/1/2017 0:00,1/23/2017,2/21/2017,29,E15875739,N         ,1983.45,Basic Water and Sewer,Yes,201,"$1,983.45 ",$0.00 ,2026800001
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 06,AMR,BLD 06,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,5708060,2/1/2017 0:00,1/23/2017,2/21/2017,29,K15834342,N         ,1914.37,Basic Water and Sewer,Yes,194,"$1,914.37 ",$0.00 ,2029350003
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 01,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,5704849,2/1/2017 0:00,1/25/2017,2/23/2017,29,A08000442,Y         ,2170.94,Basic Water and Sewer,Yes,220,"$2,170.94 ",$0.00 ,2024270012
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 23,AMR,BLD 23,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,5705799,2/1/2017 0:00,1/23/2017,2/21/2017,29,O77670569,N         ,6364.8,Basic Water and Sewer,Yes,645,"$6,364.80 ",$0.00 ,4121480100
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 08,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5705945,2/1/2017 0:00,1/23/2017,2/21/2017,29,V31625178,N         ,1963.71,Basic Water and Sewer,Yes,199,"$1,963.71 ",$0.00 ,1020120056
UPACA (SITE 5),MANHATTAN,UPACA (SITE 5),BLD 01,AMR,,343,757,M034300,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,5704579,2/1/2017 0:00,1/31/2017,2/28/2017,28,UN-METERED,N         ,8.22,Basic Water and Sewer,Yes,0,$8.22 ,$0.00 ,1017690005
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,5708023,2/1/2017 0:00,1/23/2017,2/21/2017,29,K15130317,N         ,2042.66,Basic Water and Sewer,Yes,207,"$2,042.66 ",$0.00 ,2024340053
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 07,AMR,BLD 07,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,5707966,2/1/2017 0:00,1/23/2017,2/21/2017,29,E20290719,N         ,138.15,Basic Water and Sewer,Yes,14,$138.15 ,$0.00 ,3048180030
WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),BLD 02,AMR,,330,788,M033000,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,5707782,2/1/2017 0:00,1/23/2017,2/21/2017,29,I13011093,N         ,2763.01,Basic Water and Sewer,Yes,280,"$2,763.01 ",$0.00 ,1021320084
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 51,AMR,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,5708059,2/1/2017 0:00,1/23/2017,2/21/2017,29,K94606993,N         ,128.28,Basic Water and Sewer,Yes,13,$128.28 ,$0.00 ,3033500028
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 15,AMR,BLD 15,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,5710865,2/1/2017 0:00,1/23/2017,2/21/2017,29,E132272916,N         ,7509.47,Basic Water and Sewer,Yes,761,"$7,509.47 ",$0.00 ,4101270001
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,5706273,2/1/2017 0:00,1/23/2017,2/21/2017,29,E97172487,N         ,1233.49,Basic Water and Sewer,Yes,125,"$1,233.49 ",$0.00 ,2024270007
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 06,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5705947,2/1/2017 0:00,1/21/2017,2/17/2017,27,G13035785,N         ,1559.13,Basic Water and Sewer,Yes,158,"$1,559.13 ",$0.00 ,1020130014
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5704604,2/1/2017 0:00,1/25/2017,2/23/2017,29,V31633777,Y         ,1233.49,Basic Water and Sewer,Yes,125,"$1,233.49 ",$0.00 ,1020120008
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5706317,2/1/2017 0:00,1/20/2017,2/20/2017,31,G13029990,N         ,3276.14,Basic Water and Sewer,Yes,332,"$3,276.14 ",$0.00 ,1020120018
TAFT,MANHATTAN,TAFT,BLD 10,AMR,"STORE 01-06,08-09",97,261,M009700,FEDERAL,NY005010970P,NEW YORK CITY WATER BOARD,5708043,2/1/2017 0:00,1/23/2017,2/21/2017,29,V83028987,N         ,513.13,Basic Water and Sewer,Yes,52,$513.13 ,$0.00 ,1016180001
RALPH AVENUE REHAB,BROOKLYN,RALPH AVENUE REHAB,BLD 04,AMR,,352,771,K035200,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,5706335,2/1/2017 0:00,1/25/2017,2/23/2017,29,V83033049,Y         ,5249.72,Basic Water and Sewer,Yes,532,"$5,249.72 ",$0.00 ,3035080050
WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III,BLD 07,AMR,,523,756,M052300,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,5707741,2/1/2017 0:00,1/23/2017,2/21/2017,29,K16838962,N         ,1815.69,Basic Water and Sewer,Yes,184,"$1,815.69 ",$0.00 ,1021210051
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 02,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,5704936,2/1/2017 0:00,1/23/2017,2/21/2017,29,O78777959,N         ,1342.03,Basic Water and Sewer,Yes,136,"$1,342.03 ",$0.00 ,2024270010
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 02,NONE,BLD 02,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,5704675,2/1/2017 0:00,1/25/2017,2/23/2017,29,H07052143,Y         ,503.26,Basic Water and Sewer,Yes,51,$503.26 ,$0.00 ,3033250001
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 10,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5707693,2/1/2017 0:00,1/23/2017,2/21/2017,29,E10052406,N         ,2427.5,Basic Water and Sewer,Yes,246,"$2,427.50 ",$0.00 ,1020150005
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 10,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5707693,2/1/2017 0:00,1/23/2017,2/21/2017,29,I13007391,N         ,3295.88,Basic Water and Sewer,Yes,334,"$3,295.88 ",$0.00 ,1020150005
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 41,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,5706015,2/1/2017 0:00,1/23/2017,2/21/2017,29,O76882752,N         ,700.62,Basic Water and Sewer,Yes,71,$700.62 ,$0.00 ,1020090001
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 02,AMR,BLD 02,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,5707985,2/1/2017 0:00,1/23/2017,2/21/2017,29,E21207684,N         ,148.02,Basic Water and Sewer,Yes,15,$148.02 ,$0.00 ,3048180135
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 04,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,5705950,2/1/2017 0:00,1/23/2017,2/21/2017,29,E15027831,N         ,996.66,Basic Water and Sewer,Yes,101,$996.66 ,$0.00 ,2024270003
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 01,AMR,,547,773,B054700,FEDERAL,NY005013410P,NEW YORK CITY WATER BOARD,5708020,2/1/2017 0:00,1/23/2017,2/21/2017,29,N84004359,N         ,7075.28,Basic Water and Sewer,Yes,717,"$7,075.28 ",$0.00 ,2028690077
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 04,AMR,,360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,5705182,2/1/2017 0:00,1/25/2017,2/21/2017,27,K15138216,Y         ,12068.44,Basic Water and Sewer,Yes,1223,"$12,068.44 ",$0.00 ,2030070036
WILLIAMSBURG,BROOKLYN,WILLIAMSBURG,BLD 13,AMR,STORE 20-21,2,200,K000200,FEDERAL,NY005000020P,NEW YORK CITY WATER BOARD,5708045,2/1/2017 0:00,1/23/2017,2/21/2017,29,V52268797,N         ,69.08,Basic Water and Sewer,Yes,7,$69.08 ,$0.00 ,3030260001
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 10,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5707693,2/1/2017 0:00,1/23/2017,2/21/2017,29,K15130328,N         ,2713.67,Basic Water and Sewer,Yes,275,"$2,713.67 ",$0.00 ,1020150005
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 29,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,5704931,2/1/2017 0:00,1/23/2017,2/21/2017,29,E17794141,N         ,1174.28,Basic Water and Sewer,Yes,119,"$1,174.28 ",$0.00 ,1020110015
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 01,AMR,BLD 01,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,5705824,2/1/2017 0:00,1/23/2017,2/21/2017,29,E99343083,N         ,3157.73,Basic Water and Sewer,Yes,320,"$3,157.73 ",$0.00 ,3033160001
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 43,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,5706149,2/1/2017 0:00,1/23/2017,2/22/2017,30,B35397973,N         ,2555.79,Basic Water and Sewer,Yes,259,"$2,555.79 ",$0.00 ,1020070056
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 14,AMR,BLD 14,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,5707992,2/1/2017 0:00,1/23/2017,2/21/2017,29,K16792339,N         ,7233.17,Basic Water and Sewer,Yes,733,"$7,233.17 ",$0.00 ,4101270001
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 02,AMR,BLD 02,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,5705846,2/1/2017 0:00,1/23/2017,2/21/2017,29,V84009581,N         ,5940.48,Basic Water and Sewer,Yes,602,"$5,940.48 ",$0.00 ,3033250001
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 05,AMR,BLD 05,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,5707685,2/1/2017 0:00,1/23/2017,2/21/2017,29,K16795588,N         ,4420.82,Basic Water and Sewer,Yes,448,"$4,420.82 ",$0.00 ,1003750001
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 04,AMR,BLD 04,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,5707685,2/1/2017 0:00,1/23/2017,2/21/2017,29,A06002042,N         ,6838.45,Basic Water and Sewer,Yes,693,"$6,838.45 ",$0.00 ,1003750001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 25,AMR,BLD 25,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,5708056,2/1/2017 0:00,1/23/2017,2/21/2017,29,O77670575,N         ,6206.91,Basic Water and Sewer,Yes,629,"$6,206.91 ",$0.00 ,4121480100
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,5704820,2/1/2017 0:00,1/25/2017,2/23/2017,29,HG0003940,Y         ,217.09,Basic Water and Sewer,Yes,22,$217.09 ,$0.00 ,2024270022
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,5704820,2/1/2017 0:00,1/25/2017,2/23/2017,29,B15427961,Y         ,36.8,Basic Water and Sewer,Yes,3,$36.80 ,$0.00 ,2024270022
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 04,AMR,BLD 04,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,5710845,2/1/2017 0:00,1/23/2017,2/21/2017,29,K14204417,N         ,1361.77,Basic Water and Sewer,Yes,138,"$1,361.77 ",$0.00 ,2029350007
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 04,NONE,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,5707761,2/1/2017 0:00,1/23/2017,2/21/2017,29,O78224452,N         ,414.45,Basic Water and Sewer,Yes,42,$414.45 ,$0.00 ,1020090003
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 05,AMR,BLD 05,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,5706020,2/1/2017 0:00,1/23/2017,2/21/2017,29,E20333760,N         ,355.24,Basic Water and Sewer,Yes,36,$355.24 ,$0.00 ,3048180033
RALPH AVENUE REHAB,BROOKLYN,RALPH AVENUE REHAB,BLD 03,AMR,,352,771,K035200,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,5707703,2/1/2017 0:00,1/25/2017,2/23/2017,29,V84005705,Y         ,3542.58,Basic Water and Sewer,Yes,359,"$3,542.58 ",$0.00 ,3035080046
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 42,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,5704930,2/1/2017 0:00,1/23/2017,2/21/2017,29,E12324074,N         ,88.81,Basic Water and Sewer,Yes,9,$88.81 ,$0.00 ,1020070057
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 12,AMR,BLD 12,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,5706018,2/1/2017 0:00,1/23/2017,2/21/2017,29,E20179084,N         ,59.21,Basic Water and Sewer,Yes,6,$59.21 ,$0.00 ,3048180025
INTERNATIONAL TOWER,QUEENS,INTERNATIONAL TOWER,BLD 01,AMR,BLD 01,316,296,Q031600,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,5706265,2/1/2017 0:00,1/23/2017,2/21/2017,29,E13090623,N         ,9147.54,Basic Water and Sewer,Yes,927,"$9,147.54 ",$0.00 ,4098020041
